Name,Idx,Lvl,Speed,AC,Attacks,Dam,Body,Str,Int,Wis,Dex,Con,Chr,Life,Disarm,Device,Save,Stealth,Search,Perception,Melee,Bows
"Camelot Knight",1117,26,10,0,0,0,Standard,4,-2,2,1,3,3,111,="22+7",="26+10",="35+11",0,12,9,="78+21",="43+18"
"Morgana Le Fay",1118,35,12,0,0,0,Standard,-3,4,1,2,-1,-1,95,="32+7",="42+15",="39+11",2,16,27,="44+6",="23+7"
"Mordred",1119,32,12,0,0,0,Standard,-4,3,0,1,-2,-2,95,="30+7",="40+15",="38+11",3,16,30,="34+6",="20+7"
"Fearmaster",1120,29,10,0,0,0,Standard,1,-1,-1,1,0,2,103,="20+7",="25+10",="32+10",2,18,26,="52+14",="63+25"
"Grand Fearlord",1121,65,25,0,0,0,Standard,2,0,0,2,1,3,103,="22+7",="27+10",="33+10",1,18,23,="62+14",="66+25"
"The Questing Beast",1122,35,15,90,0,0,Questing Beast,4,-1,3,2,5,2,111,="24+7",="27+10",="37+11",3,15,15,="83+21",="47+18"
"Greater demonic quylthulg",1123,71,10,0,0,0,Quylthulg,-5,0,-2,2,0,16,65,="30+7",="48+18",="75+13",2,12,32,="0+0",="0+0"
"Rock giant",1124,40,5,100,0,0,Standard,9,-4,-4,-3,6,2,119,="19+12",="20+9",="32+12",-2,13,7,="95+30",="20+7"
"Ice giant",1125,50,15,0,0,0,Standard,10,-1,0,-3,6,5,122,="20+12",="28+9",="36+12",-2,15,10,="95+30",="20+7"
"Elder fire giant",1126,50,15,0,0,0,Standard,10,-1,0,-3,6,5,122,="20+12",="28+9",="36+12",-2,15,10,="95+30",="20+7"
"Typhoeus, the Storm Giant",1127,85,20,0,0,0,Standard,10,-1,0,-3,6,5,122,="20+12",="28+9",="36+12",-2,15,10,="95+30",="20+7"
"Elder storm giant",1128,56,15,0,0,0,Standard,10,-1,0,-3,6,5,122,="20+12",="28+9",="36+12",-2,15,10,="95+30",="20+7"
"Soul",1129,50,0,0,0,0,Possessor Soul,-3,0,-3,0,-3,-7,60,="17+5",="21+7",="34+9",11,17,17,="43+13",="17+11"
"Marilith",1130,40,15,50,0,0,Marilith,4,-3,-3,3,4,0,113,="22+12",="19+7",="30+10",2,13,12,="75+30",="52+30"
"Mimic",1131,50,0,0,0,0,Standard,0,1,-1,2,0,-1,108,="25+7",="30+10",="36+10",2,18,16,="60+18",="50+20"
"The Multi-hued Centipede",1132,30,20,100,0,0,Centipede6,5,-2,-2,-1,3,2,111,="25+12",="25+9",="35+12",0,14,12,="70+30",="20+7"
"Takeminakata, Drastic Measures",1133,56,20,0,0,0,Standard,3,3,1,2,5,1,111,="24+7",="28+11",="37+10",3,17,25,="80+20",="47+17"
"Kotoshiro, the Oracle",1134,60,10,0,0,0,Standard,3,3,1,2,5,1,111,="24+7",="28+11",="37+10",3,17,25,="80+20",="47+17"
"Okuninushi, the Conqueror",1135,67,20,0,0,0,Standard,3,3,1,2,5,1,111,="24+7",="28+11",="37+10",3,17,25,="80+20",="47+17"
"Omoikane, Spirit of Wisdom",1136,68,20,0,0,0,Standard,3,3,1,2,5,1,111,="24+7",="28+11",="37+10",3,17,25,="80+20",="47+17"
"Takemikazuchi, the Thunder",1137,69,20,0,0,0,Standard,3,3,1,2,5,1,111,="24+7",="28+11",="37+10",3,17,25,="80+20",="47+17"
"Izanami, Spirit of Yomi",1138,71,20,0,0,0,Standard,3,3,1,2,5,1,111,="24+7",="28+11",="37+10",3,17,25,="80+20",="47+17"
"Izanagi, the Spirit",1139,74,20,0,0,0,Standard,3,3,1,2,5,1,111,="24+7",="28+11",="37+10",3,17,25,="80+20",="47+17"
"Susanoo, the Angry",1140,76,20,0,0,0,Standard,3,3,1,2,5,1,111,="24+7",="28+11",="37+10",3,17,25,="80+20",="47+17"
"Tsukuyomi, Spirit of Moon",1141,78,20,0,0,0,Standard,3,3,1,2,5,1,111,="24+7",="28+11",="37+10",3,17,25,="80+20",="47+17"
"Amaterasu, Spirit of Sun",1142,79,20,0,0,0,Standard,3,3,1,2,5,1,111,="24+7",="28+11",="37+10",3,17,25,="80+20",="47+17"
"Rusalka",1143,33,7,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Shadow fairy",1144,25,7,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Fiendish donkey",1145,26,2,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Pumpkin man",1146,18,2,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Devil's Huntsman",1147,38,5,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Aude",1148,38,10,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Helga",1149,39,10,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Gertrude",1150,40,10,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Osyluth",1151,65,20,0,0,0,Standard,9,0,-12,1,6,4,117,="22+12",="33+9",="50+12",-2,15,10,="90+30",="20+7"
"Gelugon",1152,69,20,0,0,0,Standard,9,0,-12,1,6,4,117,="22+12",="33+9",="50+12",-2,15,10,="90+30",="20+7"
"Hezrou",1153,41,0,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Pit Fiend",1154,77,20,0,0,0,Standard,9,0,-12,1,6,4,117,="22+12",="33+9",="50+12",-2,15,10,="90+30",="20+7"
"Glabrezu",1155,43,0,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Nalfeshnee",1156,45,0,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Barbazu",1157,55,10,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Vrock",1158,40,0,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Cave Gorm",1159,60,15,0,0,0,Giant Reptile,7,-4,-3,3,4,3,123,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"Nebiros, the Marquis",1160,85,30,150,0,0,Giant Bird,9,0,-12,1,6,4,128,="22+12",="33+9",="50+12",-2,15,10,="90+30",="20+7"
"Atropos, the Sister of Fate",1161,90,20,0,0,0,Standard,0,-1,5,1,3,2,100,="29+7",="38+11",="43+12",4,19,21,="63+13",="42+11"
"Greater naga",1162,55,10,130,0,0,Naga,5,2,-1,0,3,1,112,="27+7",="34+11",="33+10",0,17,21,="76+18",="45+15"
"Nagaraja",1163,60,10,130,0,0,Naga,5,2,-1,0,3,1,112,="27+7",="34+11",="33+10",0,17,21,="76+18",="45+15"
"Mothra",1164,80,20,160,0,0,Giant Reptile,7,-4,-3,3,4,3,141,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"King Ghidora",1165,85,20,185,0,0,Giant Reptile,7,-4,-3,3,4,3,141,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"Thanatos, God of Death",1166,88,35,0,0,0,Standard,7,2,1,-2,5,4,122,="15+7",="28+11",="35+10",-1,15,20,="90+20",="40+17"
"The Diamond Dragon",1167,60,15,200,0,0,Dragon,7,0,1,-1,4,6,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Cacodemon",1168,32,-4,110,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Chitauli",1169,89,20,0,0,0,Standard,7,2,1,-2,5,4,122,="15+7",="28+11",="35+10",-1,15,20,="90+20",="40+17"
"Umbaba-Samahongo",1170,92,20,0,0,0,Standard,7,2,1,-2,5,4,122,="15+7",="28+11",="35+10",-1,15,20,="90+20",="40+17"
"Flame spider",1171,40,10,50,0,0,Spider,0,2,0,6,3,2,101,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"Nexus spider",1172,45,10,50,0,0,Spider,0,2,0,6,3,2,101,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"Ice spider",1173,50,10,50,0,0,Spider,0,2,0,6,3,2,101,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"Venom spider",1174,40,10,50,0,0,Spider,0,2,0,6,3,2,101,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"Disintegrate spider",1175,70,15,50,0,0,Spider,0,2,0,6,3,2,101,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"Undead spider",1176,60,10,50,0,0,Spider,0,2,0,6,3,2,101,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"Hell spider",1177,80,15,50,0,0,Spider,0,2,0,6,3,2,101,="60+15",="45+12",="46+10",10,44,39,="50+21",="70+14"
"Star Blade",1178,90,20,155,0,0,Standard,5,-3,5,1,4,5,114,="20+7",="32+10",="42+11",3,14,13,="78+21",="47+18"
"Michael, the Guardian Overlord",1179,98,20,175,0,0,Standard,7,-1,10,3,6,10,114,="20+7",="32+10",="42+11",3,14,13,="78+21",="47+18"
"Tik'srvzllat",1180,98,32,0,0,0,Standard,3,4,-2,6,2,2,108,="49+15",="46+12",="48+10",9,35,38,="70+21",="75+14"
"Dor",1181,97,15,50,0,0,Cyaegha,-3,7,-1,3,-1,-1,93,="34+7",="49+15",="50+11",7,19,34,="44+6",="35+7"
"Balcmeg, the Relentless",1182,9,0,0,0,0,Standard,5,-3,-2,3,2,-1,112,="23+12",="16+7",="30+10",0,15,10,="80+30",="58+30"
"Lug, the Grotesque",1183,11,0,0,0,0,Standard,5,-3,-2,3,2,-1,112,="23+12",="16+7",="30+10",0,15,10,="80+30",="58+30"
"Boldog, the Merciless",1184,22,5,0,0,0,Standard,5,-3,-2,3,2,-1,112,="23+12",="16+7",="30+10",0,15,10,="80+30",="58+30"
"Othrod, Lord of the Orcs",1185,32,10,0,0,0,Standard,7,-3,-2,1,4,1,108,="23+12",="23+9",="34+12",-1,15,10,="80+30",="23+7"
"Orcogar, Son of Orcobal",1186,23,5,0,0,0,Standard,6,-3,-2,0,3,0,108,="23+12",="23+9",="34+12",-1,15,10,="80+30",="23+7"
"Orcobal the Mighty",1187,27,10,0,0,0,Standard,7,-3,-2,1,4,1,108,="23+12",="23+9",="34+12",-1,15,10,="80+30",="23+7"
"Orc berserker",1188,16,3,0,0,0,Standard,9,-18,-18,6,7,4,150,="-96+0",="-997+0",="-197+0",-98,-97,-87,="135+50",="-1993+0"
"Orc warlock",1189,23,8,0,0,0,Standard,-5,6,2,3,-4,1,92,="35+7",="47+15",="50+11",6,24,32,="29+6",="26+7"
"Orc warlord",1190,22,3,0,0,0,Standard,5,-3,-2,3,2,-1,112,="23+12",="16+7",="30+10",0,15,10,="80+30",="58+30"
"The Maw of Hell",1191,93,30,175,0,0,Vortex8,2,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"Wiruin, the Maelstrom",1192,91,20,175,0,0,Vortex8,2,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"The Storm of Unmagic",1193,90,20,125,0,0,Vortex8,2,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"Beelzebub, Lord of the Flies",1194,90,20,175,0,0,Standard,9,0,-12,1,6,4,117,="22+12",="33+9",="50+12",-2,15,10,="90+30",="20+7"
"Lucifer, Father of Lies",1195,100,30,242,0,0,Standard,5,-3,5,1,4,5,114,="20+7",="32+10",="42+11",3,14,13,="78+21",="47+18"
"The Lurking Horror",1196,42,10,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"The Shadow Fiend",1197,48,10,100,0,0,Standard,6,3,-11,2,5,3,117,="17+7",="33+11",="49+10",-1,15,20,="85+20",="40+17"
"Bronze golem",1198,65,10,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Bone golem",1199,65,10,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Pandemonium",1200,94,30,50,0,0,Standard,6,4,-10,3,3,3,112,="27+7",="45+11",="51+10",0,19,24,="76+18",="50+15"
"Countess Bathory",1201,58,20,0,0,0,Vampire,5,4,-2,2,2,3,112,="49+15",="42+12",="42+10",9,33,32,="65+21",="60+14"
"Steam-Powered Mechanical Dragon",1202,69,15,120,0,0,Dragon,9,-7,-7,-3,7,2,116,="20+12",="20+9",="41+12",-1,13,10,="90+30",="20+7"
"The Grand Inquisitor",1203,50,10,0,0,0,Standard,5,0,0,4,5,1,115,="29+12",="21+7",="34+10",3,17,15,="85+30",="62+30"
"Jack the Ripper",1204,90,40,0,0,0,Standard,3,4,-2,6,2,2,97,="49+15",="46+12",="48+10",16,35,38,="70+21",="75+14"
"The Babbage Analytical Engine",1205,96,30,130,0,0,Standard,0,-2,-5,-1,2,-2,99,="25+7",="35+15",="44+11",2,15,28,="54+6",="20+7"
"The Marquis de la Tour",1206,40,20,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"The Etheric Dimensional Phase Automaton",1207,96,40,255,0,0,Standard,0,-2,-5,-1,2,-2,99,="25+7",="35+15",="44+11",2,15,28,="54+6",="20+7"
"Young silver dragon",1208,36,2,63,0,0,Dragon,2,0,0,2,1,3,103,="22+7",="27+10",="33+10",1,18,23,="62+14",="66+25"
"Mature silver dragon",1209,37,5,80,0,0,Dragon,4,-3,-2,2,2,4,106,="18+7",="18+10",="34+10",1,19,23,="64+14",="69+25"
"Ancient silver dragon",1210,40,10,100,0,0,Dragon,6,0,1,-1,3,5,124,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Ruby serpent",1211,45,10,110,0,0,Naga,5,2,-1,0,3,1,112,="27+7",="34+11",="33+10",0,17,21,="76+18",="45+15"
"Emerald serpent",1212,46,10,110,0,0,Naga,5,2,-1,0,3,1,112,="27+7",="34+11",="33+10",0,17,21,="76+18",="45+15"
"Amethyst serpent",1213,47,10,110,0,0,Naga,5,2,-1,0,3,1,112,="27+7",="34+11",="33+10",0,17,21,="76+18",="45+15"
"The Midnight Dragon",1214,50,15,125,0,0,Dragon,6,0,1,-1,3,5,113,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"The Nightmare Dragon",1215,66,20,130,0,0,Dragon,6,0,1,-1,3,5,113,="15+7",="28+10",="33+10",0,19,24,="77+14",="63+25"
"Winged Horror",1216,48,10,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"Triceratops",1217,33,1,70,0,0,Elephant,5,-2,-2,-1,3,2,111,="25+12",="25+9",="35+12",0,14,12,="70+30",="20+7"
"Diplodocus",1218,34,0,70,0,0,Elephant,5,-2,-2,-1,3,2,111,="25+12",="25+9",="35+12",0,14,12,="70+30",="20+7"
"Ankylosaur",1219,35,0,110,0,0,Elephant,5,-2,-2,-1,3,2,111,="25+12",="25+9",="35+12",0,14,12,="70+30",="20+7"
"Pteranodon",1220,40,10,60,0,0,Elephant,5,-2,-2,-1,3,2,111,="25+12",="25+9",="35+12",0,14,12,="70+30",="20+7"
"Giant Land Sloth",1221,30,-6,50,0,0,Elephant,5,-2,-2,-1,3,2,111,="25+12",="25+9",="35+12",0,14,12,="70+30",="20+7"
"Glyptodont",1222,20,-3,80,0,0,Elephant,5,-2,-2,-1,3,2,111,="25+12",="25+9",="35+12",0,14,12,="70+30",="20+7"
"Dimetrodon",1223,15,-2,40,0,0,Elephant,5,-2,-2,-1,3,2,111,="25+12",="25+9",="35+12",0,14,12,="70+30",="20+7"
"Crow of Durthang",1224,9,10,16,0,0,Bird,4,-2,-2,2,2,1,115,="25+12",="18+7",="31+10",1,14,12,="70+30",="55+30"
"Justshorn, Sorcerer-King of the Sheeple",1225,86,21,0,0,0,Standard,-3,4,1,2,-1,-1,95,="32+7",="42+15",="39+11",2,16,27,="44+6",="23+7"
"Sheep",1226,3,0,0,0,0,Horse,-1,-1,-1,-1,-1,-3,95,="15+5",="18+7",="28+9",1,12,12,="48+13",="20+11"
"Basement Cat",1227,74,33,0,0,0,Hound,4,-3,-3,3,4,3,117,="23+12",="21+7",="36+10",6,12,8,="70+30",="52+30"
"Beer elemental",1228,35,0,40,0,0,Standard,5,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"Zoopi, the Cube King",1229,25,10,36,0,0,Jelly6,7,-4,-3,3,4,3,118,="23+12",="11+7",="33+10",0,15,9,="82+30",="61+30"
"Festivus, the Teenage Offscreen Ninja Drolem",1230,91,24,190,0,0,Dragon,9,-7,-7,-3,7,2,116,="20+12",="20+9",="41+12",-1,13,10,="90+30",="20+7"
"Implorington III",1231,37,10,0,0,0,Standard,2,1,-1,3,1,1,110,="45+15",="37+12",="36+10",5,32,34,="60+21",="60+14"
"Lorgan, Chief of the Easterlings",1232,36,10,0,0,0,Standard,3,3,1,2,5,1,111,="24+7",="28+11",="37+10",3,17,25,="80+20",="47+17"
"Muru-Siloch, the Spinning Abomination",1233,71,22,125,0,0,Vortex8,4,-8,-8,-1,6,-2,114,="15+7",="15+8",="45+15",-2,11,7,="65+15",="30+15"
"Xylibbogaz, the Disembodied Mouth",1234,29,15,0,0,0,Hound,2,0,-2,4,3,3,112,="43+15",="40+12",="41+10",10,30,30,="60+21",="57+14"
"Cockatrice",1235,21,11,65,0,0,Dragon,2,1,-1,3,1,1,110,="45+15",="37+12",="36+10",5,32,34,="60+21",="60+14"
"Moe, the Cyclops",1236,49,22,0,0,0,Standard,8,-5,-4,-1,6,0,124,="21+12",="15+7",="28+10",-1,12,7,="90+30",="65+30"
"Ice weasel",1237,49,10,125,0,0,Hound,5,-3,-3,0,5,4,113,="23+12",="28+9",="40+12",5,12,8,="70+30",="17+7"
"Scrupiox, the Nightcrawler",1238,63,15,175,0,0,Giant Worm,10,-1,0,-3,6,5,122,="20+12",="28+9",="36+12",-2,15,10,="95+30",="20+7"
"The Ancient Roc of Okeldad",1239,52,20,120,0,0,Giant Bird,3,1,0,5,4,2,100,="49+15",="37+11",="39+10",7,35,37,="79+18",="67+18"
"Nidaros the Clairvoyant",1240,30,11,0,0,0,Standard,0,2,5,1,2,2,100,="34+10",="36+11",="41+10",5,25,29,="65+14",="47+18"
"Duck",1241,1,-5,0,0,0,Scrawny,-8,0,-3,0,-8,-7,87,="17+5",="21+7",="34+9",4,17,17,="43+13",="17+11"
"Anubis, Keeper of the Balance",1242,88,20,0,0,0,Standard,3,3,1,2,5,1,111,="24+7",="28+11",="37+10",3,17,25,="80+20",="47+17"
"Ammit, the Devourer",1243,68,25,0,0,0,Hound,9,-4,-4,-3,6,2,119,="19+12",="20+9",="32+12",-2,13,7,="95+30",="20+7"
"Horus, the Ancient",1244,92,40,0,0,0,Giant Bird,3,1,0,5,4,2,100,="49+15",="37+11",="39+10",7,35,37,="79+18",="67+18"
"Apophis, the Primordial Chaos",1245,89,20,0,0,0,Jormungand,9,-4,-4,-3,6,2,136,="19+12",="20+9",="32+12",-2,13,7,="95+30",="20+7"
"Thoth, the Voice of Ra",1246,60,15,0,0,0,Standard,-4,3,0,1,-2,-2,95,="30+7",="40+15",="38+11",3,16,30,="34+6",="20+7"
"Sekhmet the Mistress of Fury",1247,97,30,200,0,0,Hound,10,-1,0,-3,6,5,122,="20+12",="28+9",="36+12",-2,15,10,="95+30",="20+7"
"",1248,0,-110,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"",1249,0,-110,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"",1250,0,-110,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"",1251,0,-110,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"",1252,0,-110,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"",1253,0,-110,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"",1254,0,-110,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"",1255,0,-110,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"",1256,0,-110,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"",1257,0,-110,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"",1258,0,-110,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"",1259,0,-110,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"",1260,0,-110,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"",1261,0,-110,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"",1262,0,-110,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"",1263,0,-110,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"",1264,0,-110,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"",1265,0,-110,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"",1266,0,-110,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"",1267,0,-110,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"",1268,0,-110,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"",1269,0,-110,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"",1270,0,-110,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"",1271,0,-110,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"",1272,0,-110,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"",1273,0,-110,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"",1274,0,-110,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"",1275,0,-110,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"",1276,0,-110,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"",1277,0,-110,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"",1278,0,-110,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
"",1279,0,-110,0,0,0,Standard,0,0,0,0,0,0,0,="0+0",="0+0",="0+0",0,0,0,="0+0",="0+0"
